Unnamed: 0,appliance,footprint
139231,Dish washer,[ 0.  3.  1.  0. -1.]
139232,Dish washer,"[-8. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0. -1.  1. -1.  0.  1. -1.  0.  0.  1.  0. -1.  0.  0.  0.  1.
 -1.  1. -1.  1. -1.  0.  0.  0.  0.  0.  0.  1. -1.  0.  1.  0. -1.  0.
  0.  1. -1.  0.  0.  0. 20.]"
139233,Dish washer,"[ 0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  1. -1.
  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.  0.  0. -1.  0.  1. -1.  0.
  0.  1.  0.  0. -1.  0.  1. -1.  1.  0.  0. -1.  0.  1.  0. -1.  0.  1.
  0.  0.  0.  0.  0. -1.  1. -1.  0.  0.  1.  0. -1.  1. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  1.]"
139234,Dish washer,[ 0. 24.  8.]
139235,Dish washer,"[ -22.  -17.  -31.   10.  -16.    0.   30.    3.  -23.    0.   -2.   19.
   16.  -24.  -10.    0.   30.   -5.    2.   11.  -38.    5.    6.   26.
  -31.   19.    9.    4.    0.  -26.    0.   34.    0.    0.  -19.  -19.
   27.   14.  -31.    2.    0.  -28.   27.   -3.  -20.    0.   14.  -11.
   26.   -4.   -5.   -2.  -18.  -13.    0.   27.   22.   -5.   -3.  -18.
    9.   26.    0.  -10.  -19.    9.   20.    4.   -8.  -34.   39.    4.
  -41.   27.    0.  -11.  -20.  434. -407.  -38.   15.  -26.   -1.   39.
  -12.   10.   21.  -32.   -9.    0.    8.   24.  -22.  -18.   -6.    2.
   29.   -9.    0.    0.   17.  -35.  -13.   24.  -31.    5.    8.    8.
   -3.  -11.   38.  -28.    0.   38.  -43.   43.  -30.    0.   13.  -10.
    0.   10.  -23.   17.   11.  -22.   -1.   20.  -35.    9.   24.  -40.
    0.   15.   13.    4.   -8.    3.  -14.   -9.   11.    2.   -8.   14.
    0.   20.  -31.  -10.    7.   -7.   16.   -3.   15.  -17.   41.   -8.
    0.  -12.    0.    6.  -12.  418.]"
139236,Dish washer,"[ 0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0.  1.
  0. -1.  0.  1. -1.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  1. -1.
  0.  0.  1. -1. 19.]"
139237,Dish washer,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  1. -1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  0.  0.  0. -1.  1. -1.  0.  1. -1.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1. -1.  0.]"
139238,Dish washer,[]
139239,Dish washer,"[-1.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  1. -2.  1.
  0.  0.  0.  0.  1. -1.  0. -1.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.
 -1.  1.  0.  0. -1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  2.
 -1.  0.  1. -1.]"
139240,Dish washer,"[-1. -1.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1. -1.  0.  1.  0. -1.  1. -1.
  0.  0.  0.  0. -1.  2. -1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.
 -1.  0.  0.  1.  0. 17.]"
139241,Dish washer,"[   1.  -33.   35.  -42.    0.   27.  -12.   44.   -5.  -34.   43.    3.
  -35.    5.   -5.   12.   34.  -33.    0.   20.   10.    1.  -32.   24.
  -38.   10.   19.   10.    1.  -14.  -10.   -2.    0.    8.   31.  -17.
    0.   -2.   -7.    7.  -11.  -13.    0.    7.  -11.    4.  -11.  -19.
   22.  -29.   14.   -4.    0.   21.   12.  -17.    0.   -2.   22.    3.
  -17.    1.   30.  401. -422.    0.    6.  -12.   -9.    0.   -9.   30.
    4.  -45.   11.    4.  -16.   29.    0.   -4.  -36.   42.  -40.   35.
  -30.    4.   19.    0.  -18.   12.   49.  -29.    5.   -1.   -6.   29.
   23.    0.  -11.  -15.   -5.   40.  -37.   10.   12.   18.  -36.   28.
    0.]"
139242,Dish washer,[ 4.  0. -1.  0.]
139243,Dish washer,"[  -5.  -29.   27.  -36.    0.    8.   -6.   16.  -11.    4.  400.    0.
 -419.    4.   32.  -33.   35.  -21.    1.   15.  -25.    5.  358. -357.
   29.    0.  -34.   24.   14.   -4.    0.  -34.    0.   25.   24.   -3.
    0.  -30.   26.  -22.   14.   -8.   19.   11.    0.   -5.  -27.   40.
  -27.    0.   -3.   17.  -38.    5.    0.   13.   12.    5.    5.  -20.
  -16.   36.  -32.   34.  -18.    0.   29.    2.  -34.    0.   -7.   37.
  -35.    1.    5.  379. -405.    0.   22.    8.  -23.    9.    0.  -15.
   27.    2.    4.  -14.   -9.   17.  -15.   24.    0.  -32.   27.    0.
  -28.   26.  -17.    6.    0.  -18.    4.    2.   25.  -18.   21.  -12.
   31.  -25.    0.    2.    9.   -8.   29.  -23.   -2.    9.   -5.    6.
    3.    0.    6.  408. -413.  -25.   -7.   16.   24.  -13.    0.  -13.
   -2.   -2.    0.   -4.   26.  -21.   21.  -20.   -2.    9.   -7.    3.
   10.]"
139244,Dish washer,"[ 0.  0.  0.  0.  0.  0.  0.  1. -1. -1.  1.  0. -1.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.
  0.  0.  0.  1.  0.  0. 20.]"
139245,Dish washer,"[ 0.  0. -3.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  1.  1.  0.  1.  0. -1.  0.  1.
  0.  0. -1.  1.  0.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. 18.  0.]"
139246,Dish washer,"[ -41.   27.    6.  -30.    0.   16.  -13.   18.   -1.   -2.   17.  -26.
    9.   -2.   15.    0.  -41.   25.  -20.  -14.   40.    8.  -14.  -11.
   -7.    4.   -4.    9.   13.  -22.    0.  318. -331.   12.   29.    1.
  -12.    3.  -32.   32.   -4.    0.  -21.   14.   14.    2.   -1.   -4.
   -7.   19.  -22.  -13.   46.    0.   -7.]"
139247,Dish washer,"[ 0.  0. -1.  1.  0.  0.  0. -1.  0.  1.  0. -1.  1.  0.  0. -1.  1.  0.
 -1.  0.  0.  0.  0.  1. -1. -1.  1.  0.  0.  0.  0.  1. -2.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.
  0. -1.  2.  0.  0.  3.]"
139248,Dish washer,"[ -4.  -5.   1.  -4.  -7. -21.  28.   3. -15. -13.  35. -48.  14.   0.
  -6.  36.  -6. -22. -12.  -5.  11.  29.   7. -42.  21. -37.   0.  22.
  11.   0. -29.  12. -11. -16.  21.   3.  10.   0.  32. -15.  25. -26.
  -7.  27. -47.   4.  -5.  24.   0.  26.   0.  26.]"
139249,Dish washer,[0.]
139250,Dish washer,"[  21.   13.  -13.  -16.   33.  -26.    7.   22.  -23.    0.   26.   -5.
    0.   11.  -43.    6.   34.    0.  -14.  -16.   23.   -4.  -18.   25.
    7.  -38.    3.    1.   31.  -24.   12.  -11.  -22.   14.    0.  -18.
   46.  -24.   13.    3.  -11.  -12.  -10.    2.   21.   17.    0.  -33.
   20.  -19.    7.  -11.   41.  -44.   34.  -23.    0.    0.    7.   -7.
  393. -410.   26.   15.  -21.  -27.    0.   28.    4.  -10.  -24.   19.
  -21.   -2.   -4.   19.    0.   14.  -15.  -12.   15.   -5.  -16.   23.
   11.  -20.    0.   -4.    6.   19.    2.  -27.  -13.   -3.   33.    8.
  -39.    6.   29.    3.  -24.  -11.    0.   -1.   37.  -16.    4.   20.
  -15.    3.    3.   10.    0.   -3.  -43.   46.  -35.    2.   26.  -18.
   17.   -7.    7.  -19.    0.   -4.    9.   15.  -29.   -2.    0.    8.
   27.  -26.   26.    3.   -6.  -16.   20.   -1.  -27.    0.  -13.    6.
   -4.   -1.   10.   37.  -12.    4.]"
139251,Dish washer,"[-1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0. -1.  2. -1.
  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0. -1.  0.  0.  1.
 -1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.
  0.  1. -1.  0.  0.  1. 15.]"
139252,Dish washer,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  0.  0.  1. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.
  0. -1.  0.  0.  0.  1.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  0.  0.]"
139253,Dish washer,[]
0,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1.  0. -1.  1.  0.
  0.  0. -1.  0.  1.  0. -1.  0.  1.  0. -1.  1.  0. -1.  0.  1. -1.  1.
  0. -1.  0.  1.  0. -1.  1.  0. -1.  1. -1.  0.  0.  0.  0.  0.  1.  0.
 -1.  1.  0. -1.  0.  1.  0. -1.  0.  1. -1.  0.  0.  1. -1.  1.  0.  0.
  0. -1.  1.  0.  0. -1.  1.  0.  0. -1.  0.  0.  1.  0. -1.  1. -1.  0.
  1.  0. -1.  0.  0.  0.  1. -1.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0. -1.  0.  1.  0. -1.  1. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.
 -1.  1. -1.  1.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0. -1.  0.  0.  1. -1.  1.  0. -1.  0.  1.  0.  0.
  0.  0.  0. -1.  0.  1. -1.  1.  0. -1.  0.  1.  0. -1.  1. -1.  1. -1.
  0.  0.  0.  1. -1.  0.  1. -1.  1.  0.  0. -1.  1. -1.  1.  0. -1.  1.
  0.  0. -1.  1. -1.  0.  0.  1. -1.  1. -1.  1.  0.  0. -1.  1. -1.  1.
  0.  0.  0. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.  1.  0.  0.  0. -1.
  1.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0. -1.  1.]"
1,Fridge,"[ 1.  0.  0. -1.  0.  0.  0.  0.  0.  1.  0. -1.  1. -1.  1.  0.  0. -1.
  1.  0. -1.  0.  0.  1.  0. -1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  1.  0. -1.  0.  0.  1. -1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1.  0.
  0.  0. -1.  1. -1.  0.  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.
  1. -1.  0.  0.  1.  0.  0.  0. -1.  1. -1.  0.  0.  0.  1.  0.  0. -1.
  1.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0. -1.  1.  0. -1.  0.  1.  0.
 -1.  1. -1.  0.  0.  1.  0.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.
 -1.  0.  1.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0. -1.  1. -1.  0.  0.
  0.  0.  1.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0. -1.  0.  1.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  0.  1. -1.  1.  0. -1.  0.  1.
 -1.  1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1. -1.  1.  0.
  0.  0.  0.  0.  0. -1.  1.  0. -1.  1. -1.  0.  1.  0. -1.  1. -1.  1.
  0. -1.  1.  0.  0. -1.  0.  1.  0. -1.  1. -1.  0.  0.  1.  0. -1.  1.
  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  1. -1.  1.  0.]"
2,Fridge,"[-3.  1.  5. -2.  0. -4.  5. -1.  0.  1.  0. -1.  1.  0.  0. -1.  0.  0.
 -1.  0. -1. -1.  0. -1.  1.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0. -1.
  0.  0.  0.  0.  0.  0. -1.  1. -1.  0.  0. -1.  1.  0.  0. -1.  0. -1.
  1. -1.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1. -1.
  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
 -1.  1.]"
3,Fridge,"[ 1.  0.  0. -1.  1. -1.  0.  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  1.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.]"
4,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0. -1.  1.
 -1.  0.  1. -1.  0.  1. -1.  1.  0.  0.  0. -1.  1. -1.  0.  1.  0.  0.
  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0. -1.  1.  0. -1.
  1.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.
  1.  0. -1.  0.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.
 -1.  1.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0. -1.  0.  1.  0. -1.
  1.  0.]"
5,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  1.
  0. -1.  1.  0.  0.]"
6,Fridge,"[-1.  1.  0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0. -1.  1. -1.  1.  0.  0. -1.  1.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
 -1.  1.  0. -1.  0.  0.  1. -1.  0.  1. -1.  0.  1. -1.  1. -1.  1. -1.
  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
 -1.  1. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1.  0.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0. -1.  1. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1. -1.
  1.  0.  0.  0.  0.]"
7,Fridge,"[ 0.  1.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  1.  0.  0.
 -1.  1.  0.  0. -1.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1. -1.  1.  0.
 -1.  1.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0. -1.  1.
  0.  0.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0. -1.  1. -1.  1. -1.
  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.
 -1.  0.  1.  0. -1.  0.  1.  0. -1.  0.  1. -1.  1.  0.  0.  0. -1.  0.
  0.  0.  1.  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  0.  1. -1.  1. -1.
  1.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
 -1.  1.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0. -1.  1. -1.  1.  0.  0.
 -1.  0.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0. -1.  1.  0.]"
8,Fridge,"[ 0.  1.  0.  0.  0.  0. -1.  0.  1.  0.  0. -1.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  0.  1.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]"
9,Fridge,"[ 1. -1.  0.  1. -1.  0.  0.  1. -1.  0.  1. -1.  1. -1.  0.  1.  0.  0.
  0. -1.  1.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  1.  0.  0.  0. -1.  1.  0. -1.  0.  1.  0.  0.  0.  0. -1.
  0.  0.  1. -1.  1.  0.  0. -1.  0.  0.  1.  0.  0.  0. -1.  1.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.
 -1.  0.  0.  0.  1.  0.  0. -1.  0.  0.  1.  0.  0. -1.  0.  1.  0.  0.
 -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0. -1.
  1. -1.  1.  0.  0.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0. -1.  1.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  1.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.]"
10,Fridge,"[-1.  1.  0.  0.  0.  0. -1.  0.  1.  0. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  0.  0.  0. -1.  1.  0. -1.  0.  1. -1.  1. -1.  1. -1.  1.  0.  0.
  0. -1.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.  0.
 -1.  1.  0. -1.  0.  1.  0. -1.  1. -1.  1.  0. -1.  1. -1.  1. -1.  0.
  0.  1. -1.  1. -1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
  0.  0.  0. -1.  1.  0. -1.  1. -1.  0.  1.  0. -1.  1.  0.  0.  0. -1.
  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  1. -1.  1.  0.  0.
 -1.  1. -1.  1.  0.  0.  0. -1.  1.  0.  0. -1.  1.  0. -1.  1.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.]"
11,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -1.  1.  0.  0.  0. -1.  0.
  1.  0.  0.  0. -1.  1. -1.  0.  0.  1. -1.  1. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1. -1.  1. -1.  0.  0.  0.  0.  1.  0. -1.  1.  0.
  0.  0.  0.  0.  0.  0. -1.  0.  1.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1. -1.  1.
  0. -1.  0.  1.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  1.
  0.  0.  0. -1.  1.  0. -1.  0.  1. -1.  0.  1.  0. -1.  1. -1.  0.  1.
  0.  0. -1.  1. -1.  0.  1.  0. -1.  1. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0. -1.  1.  0. -1.  1.  0.  0.
 -1.  0.  1.  0.  0.  0. -1.  1.  0. -1.  1.  0. -1.  1. -1.  0.  1.  0.
 -1.  0.  1. -1.  0.  0.  0.  1.  0.  0. -1.  0.  1.  0.  0.  0.  1. -1.
  0.  0.  0.  0.  0.  0. -1.  0.  0.  1.  0.  0.  0.  0. -1.  1. -1.  0.
  0.  1.  0.  0. -1.  1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0. -1.  1. -1.  1.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
12,Fridge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  1. -1.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  1.  0.
  0.  0.  0.  0.  0. -1.  1.  0.  0.  0. -1.  1.  0. -1.  1.  0.  0.  0.
  0. -1.  1.  0.  0.  0.  0. -1.  0.  1. -1.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  1.  0.  0.  0.
 -1.  1. -1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.
  1. -1.  1.  0.  0. -1.  1. -1.  1. -1.  0.  1.  0.  0. -1.  1.  0.  0.
  0.  0.  0.  0. -1.  1. -1.  1. -1.  0.  1.  2.]"
13,Fridge,"[ 0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0. -1.  0.  0.  0.  0.  0.  1. -1.  0.  0.  0.  1.  0. -1.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0. -1.  0.  1. -1.  0.  1.  0. -1.  1.  0.
  0. -1.  1.  0.  0.  0. -1.  0.  0.  0.  1.  0.  0.  0. -1.  0.  1. -1.
  1.  0.  0. -1.  1.  0. -1.  0.  1.  0.  0. -1.  0.  0.  0.  1.  0.  0.
  0. -1.  1.  0.  0.  0.  0. -1.  1. -1.  1.  0.  0.]"
